,serialtarjeta,idsam,fechahoraevento,producto,montoevento,consecutivoevento,identidad,tipoevento,latitude,longitude,idrutaestacion,tipotransporte,ymd,year,month,day,hour
3588676,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-20 09:00:30,MO,2300,19164,3,4,-25.37209,-57.3979,0193,1,2023-02-20 (Do),2023,2,20,9
3588713,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-20 09:00:26,MO,2300,19163,3,4,-25.37209,-57.3979,0193,1,2023-02-20 (Do),2023,2,20,9
3588762,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-20 09:00:20,MO,2300,19162,3,4,-25.37209,-57.3979,0193,1,2023-02-20 (Do),2023,2,20,9
3588774,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-20 09:00:18,MO,2300,19161,3,4,-25.37282,-57.39811,0193,1,2023-02-20 (Do),2023,2,20,9
3588826,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-20 09:00:10,MO,2300,19160,3,4,-25.37282,-57.39811,0193,1,2023-02-20 (Do),2023,2,20,9
3588857,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-20 09:00:06,MO,2300,19159,3,4,-25.37353,-57.39838,0193,1,2023-02-20 (Do),2023,2,20,9
3588881,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-20 09:00:02,MO,2300,19158,3,4,-25.37353,-57.39838,0193,1,2023-02-20 (Do),2023,2,20,9
3588932,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-20 08:59:56,MO,2300,19157,3,4,-25.37391,-57.39851,0193,1,2023-02-20 (Do),2023,2,20,8
3595260,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-20 08:46:38,MO,2300,19156,3,4,-25.36904,-57.39817,0192,1,2023-02-20 (Do),2023,2,20,8
3595291,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-20 08:46:34,MO,2300,19155,3,4,-25.36904,-57.39817,0192,1,2023-02-20 (Do),2023,2,20,8
3595324,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-20 08:46:28,MO,2300,19154,3,4,-25.36904,-57.39817,0192,1,2023-02-20 (Do),2023,2,20,8
3595395,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-20 08:46:22,MO,2300,19153,3,4,-25.36879,-57.39817,0192,1,2023-02-20 (Do),2023,2,20,8
3601948,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-20 08:33:18,MO,2300,19152,3,4,-25.39232,-57.35452,0192,1,2023-02-20 (Do),2023,2,20,8
3602528,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-20 08:32:06,MO,2300,19151,3,4,-25.39414,-57.35115,0192,1,2023-02-20 (Do),2023,2,20,8
3602599,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-20 08:31:58,MO,2300,19150,3,4,-25.39422,-57.351,0192,1,2023-02-20 (Do),2023,2,20,8
3603962,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-20 08:29:22,MO,2300,19149,3,4,-25.39632,-57.34873,0192,1,2023-02-20 (Do),2023,2,20,8
3604029,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-20 08:29:16,MO,2300,19148,3,4,-25.39644,-57.3485,0192,1,2023-02-20 (Do),2023,2,20,8
3604148,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-20 08:29:02,MO,2300,19147,3,4,-25.39646,-57.34849,0192,1,2023-02-20 (Do),2023,2,20,8
3607008,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-20 08:23:40,MO,2300,19146,3,4,-25.39606,-57.34782,0192,1,2023-02-20 (Do),2023,2,20,8
4417284,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 20:01:56,MO,2300,19144,3,4,-25.39327,-57.35286,0192,1,2023-02-17 (Ju),2023,2,17,20
4417374,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 20:01:40,MO,2300,19143,3,4,-25.39378,-57.35194,0192,1,2023-02-17 (Ju),2023,2,17,20
4417589,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 20:01:00,MO,2300,19142,3,4,-25.39458,-57.35032,0192,1,2023-02-17 (Ju),2023,2,17,20
4428093,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 19:32:48,MO,2300,19141,3,4,-25.37346,-57.39825,0193,1,2023-02-17 (Ju),2023,2,17,19
4428715,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 19:31:16,MO,2300,19140,3,4,-25.37722,-57.39846,0193,1,2023-02-17 (Ju),2023,2,17,19
4429526,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 19:29:14,MO,2300,19139,3,4,-25.37989,-57.39798,0193,1,2023-02-17 (Ju),2023,2,17,19
4429573,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 19:29:08,MO,2300,19138,3,4,-25.37994,-57.39801,0193,1,2023-02-17 (Ju),2023,2,17,19
4429614,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 19:29:02,MO,2300,19137,3,4,-25.37994,-57.39801,0193,1,2023-02-17 (Ju),2023,2,17,19
4429666,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 19:28:56,MO,2300,19136,3,4,-25.37994,-57.39805,0193,1,2023-02-17 (Ju),2023,2,17,19
4439127,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 19:09:52,MO,2300,19135,3,4,-25.39166,-57.35607,0192,1,2023-02-17 (Ju),2023,2,17,19
4440052,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 19:08:00,MO,2300,19134,3,4,-25.39252,-57.35431,0192,1,2023-02-17 (Ju),2023,2,17,19
4441949,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 19:04:34,MO,2300,19133,3,4,-25.39659,-57.34819,0192,1,2023-02-17 (Ju),2023,2,17,19
4441990,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 19:04:30,MO,2300,19132,3,4,-25.39636,-57.34795,0192,1,2023-02-17 (Ju),2023,2,17,19
4450070,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 18:49:26,MO,2300,19131,3,4,-25.38108,-57.37152,0193,1,2023-02-17 (Ju),2023,2,17,18
4450557,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 18:48:36,MO,2300,19130,3,4,-25.37923,-57.37234,0193,1,2023-02-17 (Ju),2023,2,17,18
4466573,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 18:24:02,MO,2300,19129,3,4,-25.36525,-57.38905,0192,1,2023-02-17 (Ju),2023,2,17,18
4468299,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 18:21:52,MO,2300,19128,3,4,-25.36805,-57.38171,0192,1,2023-02-17 (Ju),2023,2,17,18
4468390,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 18:21:46,MO,2300,19127,3,4,-25.36805,-57.38171,0192,1,2023-02-17 (Ju),2023,2,17,18
4475858,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 18:12:52,MO,2300,19126,3,4,-25.39006,-57.35902,0192,1,2023-02-17 (Ju),2023,2,17,18
4476989,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 18:11:30,MO,2300,19125,3,4,-25.39162,-57.35611,0192,1,2023-02-17 (Ju),2023,2,17,18
4477056,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 18:11:26,MO,2300,19124,3,4,-25.39162,-57.35611,0192,1,2023-02-17 (Ju),2023,2,17,18
4478018,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 18:10:24,MO,2300,19122,3,4,-25.39242,-57.35448,0192,1,2023-02-17 (Ju),2023,2,17,18
4478089,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 18:10:20,MO,2300,19121,3,4,-25.39253,-57.35425,0192,1,2023-02-17 (Ju),2023,2,17,18
4479940,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 18:08:10,MO,2300,19120,3,4,-25.3947,-57.35014,0192,1,2023-02-17 (Ju),2023,2,17,18
4483859,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 18:03:28,MO,2300,19119,3,4,-25.39616,-57.34794,0192,1,2023-02-17 (Ju),2023,2,17,18
4484260,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 18:02:52,MO,2300,19118,3,4,-25.39614,-57.34795,0192,1,2023-02-17 (Ju),2023,2,17,18
4484305,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 18:02:48,MO,2300,19117,3,4,-25.39614,-57.34795,0192,1,2023-02-17 (Ju),2023,2,17,18
4484358,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 18:02:44,MO,2300,19116,3,4,-25.39614,-57.34795,0192,1,2023-02-17 (Ju),2023,2,17,18
4484411,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 18:02:40,MO,2300,19115,3,4,-25.39614,-57.34795,0192,1,2023-02-17 (Ju),2023,2,17,18
4506045,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 17:35:48,MO,2300,19114,3,4,-25.38564,-57.36858,0193,1,2023-02-17 (Ju),2023,2,17,17
4506151,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 17:35:42,MO,2300,19113,3,4,-25.38541,-57.36917,0193,1,2023-02-17 (Ju),2023,2,17,17
4506235,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 17:35:36,MO,2300,19112,3,4,-25.38541,-57.36917,0193,1,2023-02-17 (Ju),2023,2,17,17
4516161,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 17:23:44,MO,2300,19111,3,4,-25.36832,-57.38111,0193,1,2023-02-17 (Ju),2023,2,17,17
4521260,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 17:18:16,MO,2300,19110,3,4,-25.36595,-57.39795,0193,1,2023-02-17 (Ju),2023,2,17,17
4524487,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 17:14:50,MO,2300,19109,3,4,-25.37722,-57.39827,0193,1,2023-02-17 (Ju),2023,2,17,17
4524568,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 17:14:46,MO,2300,19108,3,4,-25.37722,-57.39827,0193,1,2023-02-17 (Ju),2023,2,17,17
4524663,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 17:14:40,MO,2300,19107,3,4,-25.37736,-57.39822,0193,1,2023-02-17 (Ju),2023,2,17,17
4526081,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 17:13:06,MO,2300,19106,3,4,-25.37912,-57.39883,0193,1,2023-02-17 (Ju),2023,2,17,17
4526172,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 17:13:00,MO,2300,19105,3,4,-25.37923,-57.39882,0193,1,2023-02-17 (Ju),2023,2,17,17
4526244,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 17:12:56,MO,2300,19104,3,4,-25.37923,-57.39882,0193,1,2023-02-17 (Ju),2023,2,17,17
4544450,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 16:49:14,CR,1000,19101,3,4,-25.3848,-57.36996,0192,1,2023-02-17 (Ju),2023,2,17,16
4544451,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 16:49:14,MO,1300,19100,3,4,-25.3848,-57.36996,0192,1,2023-02-17 (Ju),2023,2,17,16
4546058,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 16:46:52,MO,2300,19099,3,4,-25.38783,-57.36344,0192,1,2023-02-17 (Ju),2023,2,17,16
4547537,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 16:44:32,MO,2300,19098,3,4,-25.3917,-57.35598,0192,1,2023-02-17 (Ju),2023,2,17,16
4547619,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 16:44:26,MO,2300,19097,3,4,-25.39177,-57.35584,0192,1,2023-02-17 (Ju),2023,2,17,16
4547700,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 16:44:20,MO,2300,19096,3,4,-25.39177,-57.35584,0192,1,2023-02-17 (Ju),2023,2,17,16
4549109,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 16:42:18,MO,2300,19095,3,4,-25.39263,-57.35409,0192,1,2023-02-17 (Ju),2023,2,17,16
4550483,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 16:40:18,MO,2300,19094,3,4,-25.39367,-57.35215,0192,1,2023-02-17 (Ju),2023,2,17,16
4553870,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 16:35:08,MO,2300,19093,3,4,-25.39608,-57.34781,0192,1,2023-02-17 (Ju),2023,2,17,16
4553933,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 16:35:02,MO,2300,19092,3,4,-25.39608,-57.34781,0192,1,2023-02-17 (Ju),2023,2,17,16
4562535,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 16:21:42,MO,2300,19091,3,4,-25.3832,-57.37117,0193,1,2023-02-17 (Ju),2023,2,17,16
4567032,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 16:14:56,MO,2300,19090,3,4,-25.36529,-57.3881,0193,1,2023-02-17 (Ju),2023,2,17,16
4567079,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 16:14:52,MO,2300,19089,3,4,-25.36529,-57.3881,0193,1,2023-02-17 (Ju),2023,2,17,16
4570104,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 16:10:18,MO,2300,19088,3,4,-25.36903,-57.39816,0193,1,2023-02-17 (Ju),2023,2,17,16
4571154,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 16:08:34,MO,2300,19087,3,4,-25.37398,-57.39846,0193,1,2023-02-17 (Ju),2023,2,17,16
4571191,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 16:08:30,MO,2300,19086,3,4,-25.37433,-57.39857,0193,1,2023-02-17 (Ju),2023,2,17,16
4571251,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 16:08:24,MO,2300,19085,3,4,-25.37433,-57.39857,0193,1,2023-02-17 (Ju),2023,2,17,16
4571314,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 16:08:18,MO,2300,19084,3,4,-25.37459,-57.39863,0193,1,2023-02-17 (Ju),2023,2,17,16
4571390,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 16:08:12,MO,2300,19083,3,4,-25.37459,-57.39863,0193,1,2023-02-17 (Ju),2023,2,17,16
4571449,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 16:08:06,MO,2300,19082,3,4,-25.37504,-57.39877,0193,1,2023-02-17 (Ju),2023,2,17,16
4571502,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 16:08:02,MO,2300,19081,3,4,-25.37504,-57.39877,0193,1,2023-02-17 (Ju),2023,2,17,16
4574169,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 16:03:40,MO,2300,19080,3,4,-25.37834,-57.39848,0193,1,2023-02-17 (Ju),2023,2,17,16
4574655,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 16:02:52,MO,2300,19079,3,4,-25.37973,-57.39885,0193,1,2023-02-17 (Ju),2023,2,17,16
4578136,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 15:56:40,MO,2300,19078,3,4,-25.37227,-57.39788,0192,1,2023-02-17 (Ju),2023,2,17,15
4579099,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 15:54:58,MO,2300,19077,3,4,-25.36529,-57.39751,0192,1,2023-02-17 (Ju),2023,2,17,15
4586439,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 15:41:48,MO,2300,19076,3,4,-25.39157,-57.35621,0192,1,2023-02-17 (Ju),2023,2,17,15
4586503,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 15:41:42,MO,2300,19075,3,4,-25.39157,-57.35621,0192,1,2023-02-17 (Ju),2023,2,17,15
4586679,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 15:41:22,MO,2300,19074,3,4,-25.39155,-57.35622,0192,1,2023-02-17 (Ju),2023,2,17,15
4588492,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 15:37:54,MO,2300,19073,3,4,-25.39425,-57.3509,0192,1,2023-02-17 (Ju),2023,2,17,15
4590146,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 15:34:58,MO,2300,19072,3,4,-25.39616,-57.34908,0192,1,2023-02-17 (Ju),2023,2,17,15
4590914,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 15:33:36,MO,2300,19071,3,4,-25.39647,-57.34819,0192,1,2023-02-17 (Ju),2023,2,17,15
4592827,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 15:30:10,MO,2300,19070,3,4,-25.39609,-57.34781,0192,1,2023-02-17 (Ju),2023,2,17,15
4592877,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 15:30:06,MO,2300,19069,3,4,-25.39609,-57.34781,0192,1,2023-02-17 (Ju),2023,2,17,15
4602869,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 15:13:52,MO,2300,19068,3,4,-25.37877,-57.37252,0193,1,2023-02-17 (Ju),2023,2,17,15
4602920,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 15:13:48,MO,2300,19067,3,4,-25.37877,-57.37252,0193,1,2023-02-17 (Ju),2023,2,17,15
4603306,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 15:13:14,MO,2300,19066,3,4,-25.37762,-57.37274,0193,1,2023-02-17 (Ju),2023,2,17,15
4605761,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 15:09:08,MO,2300,19065,3,4,-25.36753,-57.38249,0193,1,2023-02-17 (Ju),2023,2,17,15
4606715,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 15:07:32,MO,2300,19064,3,4,-25.36534,-57.38827,0193,1,2023-02-17 (Ju),2023,2,17,15
4610180,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 15:01:20,MO,2300,19063,3,4,-25.37738,-57.3982,0193,1,2023-02-17 (Ju),2023,2,17,15
4610833,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 14:59:54,MO,2300,19062,3,4,-25.37937,-57.39881,0193,1,2023-02-17 (Ju),2023,2,17,14
4612444,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 14:56:32,MO,2300,19061,3,4,-25.37982,-57.39813,0193,1,2023-02-17 (Ju),2023,2,17,14
4614580,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 14:52:12,MO,2300,19060,3,4,-25.37569,-57.39893,0192,1,2023-02-17 (Ju),2023,2,17,14
4615105,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 14:51:06,MO,2300,19059,3,4,-25.37337,-57.39831,0192,1,2023-02-17 (Ju),2023,2,17,14
4616264,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 14:48:46,MO,2300,19058,3,4,-25.36418,-57.39363,0192,1,2023-02-17 (Ju),2023,2,17,14
4623075,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 14:35:48,MO,2300,19057,3,4,-25.39453,-57.35049,0192,1,2023-02-17 (Ju),2023,2,17,14
4634435,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 14:13:42,MO,2300,19056,3,4,-25.37812,-57.3727,0193,1,2023-02-17 (Ju),2023,2,17,14
4634931,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 14:12:44,MO,2300,19055,3,4,-25.37376,-57.37333,0193,1,2023-02-17 (Ju),2023,2,17,14
4634963,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 14:12:40,MO,2300,19054,3,4,-25.37348,-57.37345,0193,1,2023-02-17 (Ju),2023,2,17,14
4636189,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 14:10:24,MO,2300,19053,3,4,-25.36835,-57.38092,0193,1,2023-02-17 (Ju),2023,2,17,14
4636928,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 14:09:02,MO,2300,19052,3,4,-25.36564,-57.38585,0193,1,2023-02-17 (Ju),2023,2,17,14
4637582,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 14:07:50,MO,2300,19051,3,4,-25.36449,-57.39153,0193,1,2023-02-17 (Ju),2023,2,17,14
4637614,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 14:07:44,MO,2300,19050,3,4,-25.36449,-57.39153,0193,1,2023-02-17 (Ju),2023,2,17,14
4637660,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 14:07:40,MO,2300,19049,3,4,-25.3644,-57.39221,0193,1,2023-02-17 (Ju),2023,2,17,14
4648345,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 13:45:38,MO,2300,19048,3,4,-25.37099,-57.37551,0192,1,2023-02-17 (Ju),2023,2,17,13
4649608,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 13:43:00,MO,2300,19047,3,4,-25.38076,-57.37162,0192,1,2023-02-17 (Ju),2023,2,17,13
4652177,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 13:37:52,MO,2300,19046,3,4,-25.39206,-57.35507,0192,1,2023-02-17 (Ju),2023,2,17,13
4652754,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 13:36:50,MO,2300,19045,3,4,-25.39249,-57.35422,0192,1,2023-02-17 (Ju),2023,2,17,13
4663597,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 13:17:00,MO,2300,19043,3,4,-25.37793,-57.37275,0193,1,2023-02-17 (Ju),2023,2,17,13
4664681,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 13:15:10,MO,2300,19042,3,4,-25.37115,-57.37543,0193,1,2023-02-17 (Ju),2023,2,17,13
4665901,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 13:13:04,MO,2300,19041,3,4,-25.36699,-57.38317,0193,1,2023-02-17 (Ju),2023,2,17,13
4666996,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 13:11:18,MO,2300,19040,3,4,-25.36525,-57.38927,0193,1,2023-02-17 (Ju),2023,2,17,13
4668523,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 13:08:46,MO,2300,19039,3,4,-25.36824,-57.39811,0193,1,2023-02-17 (Ju),2023,2,17,13
4668574,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 13:08:40,MO,2300,19038,3,4,-25.36943,-57.39822,0193,1,2023-02-17 (Ju),2023,2,17,13
4670089,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 13:05:56,MO,2300,19037,3,4,-25.37679,-57.39887,0193,1,2023-02-17 (Ju),2023,2,17,13
4680432,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 12:45:18,MO,2300,19036,3,4,-25.37002,-57.3772,0192,1,2023-02-17 (Ju),2023,2,17,12
4680956,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 12:44:14,MO,2300,19035,3,4,-25.37226,-57.37418,0192,1,2023-02-17 (Ju),2023,2,17,12
4683898,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 12:38:28,MO,2300,19034,3,4,-25.39251,-57.35431,0192,1,2023-02-17 (Ju),2023,2,17,12
4684060,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 12:38:06,MO,2300,19033,3,4,-25.39253,-57.35426,0192,1,2023-02-17 (Ju),2023,2,17,12
4684586,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 12:37:10,MO,2300,19032,3,4,-25.39389,-57.35171,0192,1,2023-02-17 (Ju),2023,2,17,12
4684618,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 12:37:06,MO,2300,19031,3,4,-25.39389,-57.35171,0192,1,2023-02-17 (Ju),2023,2,17,12
4693193,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 12:20:18,MO,2300,19030,3,4,-25.37843,-57.37268,0193,1,2023-02-17 (Ju),2023,2,17,12
4693936,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 12:18:54,MO,2300,19029,3,4,-25.37416,-57.3733,0193,1,2023-02-17 (Ju),2023,2,17,12
4694102,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 12:18:36,MO,2300,19028,3,4,-25.37369,-57.3734,0193,1,2023-02-17 (Ju),2023,2,17,12
4694137,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 12:18:32,MO,2300,19027,3,4,-25.37369,-57.3734,0193,1,2023-02-17 (Ju),2023,2,17,12
4694181,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 12:18:28,MO,2300,19026,3,4,-25.37341,-57.37358,0193,1,2023-02-17 (Ju),2023,2,17,12
4698412,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 12:10:40,MO,2300,19025,3,4,-25.37272,-57.3981,0193,1,2023-02-17 (Ju),2023,2,17,12
4698471,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 12:10:34,MO,2300,19024,3,4,-25.37272,-57.3981,0193,1,2023-02-17 (Ju),2023,2,17,12
4698507,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2023-02-17 12:10:30,MO,2300,19023,3,4,-25.37338,-57.39831,0193,1,2023-02-17 (Ju),2023,2,17,12
